Request time;Update time;Time;Min/max temperature, deg. C;Pressure, mmHg;Wind speed, m/s;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;;2022-03-08 14:00:00;-11;751;2;З;0.1;73;Облачно, небольшой кратковременный снег
;;2022-03-09 02:00:00;-27;754;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-03-09 14:00:00;-10;756;1;В;0.3;76;Облачно, небольшой снег
;;2022-03-10 02:00:00;-25;758;2;В;0.4;87;Облачно, небольшой снег
;;2022-03-10 14:00:00;-11;762;2;В;0.4;80;Облачно, небольшой снег
;;2022-03-11 02:00:00;-25;764;2;С-В;0;-;Облачно, без осадков
;;2022-03-11 14:00:00;-11;764;1;Ю-В;0.1;78;Облачно, небольшой кратковременный снег
;;2022-03-12 02:00:00;-24;760;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-03-12 14:00:00;-6;754;3;Ю-З;0;-;Облачно, без осадков
;;2022-03-13 02:00:00;-16;750;4;З;0;-;Облачно, без осадков
;;2022-03-13 14:00:00;-2;747;4;З;0.2;56;Переменная облачность, небольшой кратковременный снег
2022-03-08 05:32:06;в 18:16 МСК;2022-03-08 14:00:00;-11;751;2;З;0.1;73;Облачно, небольшой кратковременный снег
;;2022-03-09 02:00:00;-27;753;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-03-09 14:00:00;-11;756;1;В;0.3;76;Облачно, небольшой снег
;;2022-03-10 02:00:00;-25;758;2;В;0.4;87;Облачно, небольшой снег
;;2022-03-10 14:00:00;-11;762;2;В;0.4;80;Облачно, небольшой снег
;;2022-03-11 02:00:00;-25;764;2;С-В;0;-;Облачно, без осадков
;;2022-03-11 14:00:00;-11;764;1;Ю-В;0.1;78;Облачно, небольшой кратковременный снег
;;2022-03-12 02:00:00;-24;759;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-03-12 14:00:00;-6;754;3;Ю-З;0;-;Облачно, без осадков
;;2022-03-13 02:00:00;-16;750;4;З;0;-;Облачно, без осадков
;;2022-03-13 14:00:00;-2;746;4;З;0.2;56;Переменная облачность, небольшой кратковременный снег
;;2022-03-14 02:00:00;-14;750;4;С;0;-;Переменная облачность, без осадков
;;2022-03-14 14:00:00;-1;754;2;С-З;0;-;Небольшая облачность, без осадков
2022-03-08 17:32:06;в 10:28 МСК;2022-03-08 14:00:00;-11;751;2;З;0.1;71;Облачно, небольшой кратковременный снег
;;2022-03-09 02:00:00;-27;754;1;З;0;-;Облачно, без осадков
;;2022-03-09 14:00:00;-9;756;1;В;0.4;67;Облачно, небольшой снег
;;2022-03-10 02:00:00;-24;758;2;В;0.3;58;Облачно, временами небольшой снег
;;2022-03-10 14:00:00;-11;762;2;В;0.1;91;Облачно, небольшой кратковременный снег
;;2022-03-11 02:00:00;-29;764;2;С-В;0;-;Облачно, без осадков
;;2022-03-11 14:00:00;-11;764;1;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-25;759;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-03-12 14:00:00;-7;753;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-03-13 02:00:00;-17;746;3;Ю-З;0.4;79;Облачно с прояснениями, небольшой кратковременный снег
;;2022-03-13 14:00:00;-4;741;2;Ю-З;1.9;79;Облачно, снег
;;2022-03-14 02:00:00;-15;740;2;З;1.1;75;Облачно, небольшой снег
;;2022-03-14 14:00:00;-5;746;1;С-В;0.5;75;Облачно, небольшой снег
2022-03-09 05:32:05;в 18:15 МСК;2022-03-09 14:00:00;-10;756;1;В;0.4;67;Облачно, небольшой снег
;;2022-03-10 02:00:00;-24;758;2;В;0.3;58;Облачно, временами небольшой снег
;;2022-03-10 14:00:00;-11;762;2;В;0.1;91;Облачно, небольшой кратковременный снег
;;2022-03-11 02:00:00;-29;763;2;С-В;0;-;Облачно, без осадков
;;2022-03-11 14:00:00;-11;763;1;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-25;759;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-03-12 14:00:00;-7;752;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-03-13 02:00:00;-17;745;3;Ю-З;0.4;79;Облачно с прояснениями, небольшой кратковременный снег
;;2022-03-13 14:00:00;-4;740;2;Ю-З;1.9;79;Облачно, снег
;;2022-03-14 02:00:00;-15;739;2;З;1.1;75;Облачно, небольшой снег
;;2022-03-14 14:00:00;-5;745;1;С-В;0.5;75;Облачно, небольшой снег
;;2022-03-15 02:00:00;-18;749;2;С;0.1;61;Облачно, небольшой кратковременный снег
;;2022-03-15 14:00:00;-7;752;2;С;0.5;71;Облачно, небольшой снег
2022-03-09 17:32:05;в 10:30 МСК;2022-03-09 14:00:00;-9;756;1;В;0.3;99;Облачно, временами небольшой снег
;;2022-03-10 02:00:00;-26;759;2;В;0.3;88;Облачно, небольшой снег
;;2022-03-10 14:00:00;-11;763;1;В;0.2;56;Облачно, временами небольшой снег
;;2022-03-11 02:00:00;-29;763;2;В;0.1;65;Облачно, небольшой кратковременный снег
;;2022-03-11 14:00:00;-12;763;1;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-29;760;2;Ю-В;0;-;Облачно, без осадков
;;2022-03-12 14:00:00;-10;758;1;Ю;0;-;Переменная облачность, без осадков
;;2022-03-13 02:00:00;-23;755;2;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 14:00:00;-6;752;2;Ю;0.1;83;Облачно, небольшой кратковременный снег
;;2022-03-14 02:00:00;-21;750;2;Ю;0.3;79;Облачно, небольшой снег
;;2022-03-14 14:00:00;-6;750;2;В;1.2;79;Облачно, небольшой снег
;;2022-03-15 02:00:00;-18;752;2;С-В;0.4;65;Облачно, небольшой снег
;;2022-03-15 14:00:00;-8;755;2;С;0;-;Переменная облачность, без осадков
2022-03-10 05:32:05;в 18:16 МСК;2022-03-10 14:00:00;-12;762;1;В;0.2;56;Облачно, временами небольшой снег
;;2022-03-11 02:00:00;-29;763;2;В;0.1;65;Облачно, небольшой кратковременный снег
;;2022-03-11 14:00:00;-12;762;1;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-29;759;2;Ю-В;0;-;Облачно, без осадков
;;2022-03-12 14:00:00;-10;757;1;Ю;0;-;Переменная облачность, без осадков
;;2022-03-13 02:00:00;-23;754;2;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 14:00:00;-6;752;2;Ю;0.1;83;Облачно, небольшой кратковременный снег
;;2022-03-14 02:00:00;-21;749;2;Ю;0.3;79;Облачно, небольшой снег
;;2022-03-14 14:00:00;-6;750;2;В;1.2;79;Облачно, небольшой снег
;;2022-03-15 02:00:00;-18;752;2;С-В;0.4;65;Облачно, небольшой снег
;;2022-03-15 14:00:00;-8;755;2;С;0;-;Переменная облачность, без осадков
;;2022-03-16 02:00:00;-21;755;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-03-16 14:00:00;-6;758;2;С;0;-;Облачно, без осадков
2022-03-10 17:32:16;в 10:28 МСК;2022-03-10 14:00:00;-10;763;2;В;0.2;99;Облачно, временами небольшой снег
;;2022-03-11 02:00:00;-28;763;2;В;0.1;69;Облачно, небольшой кратковременный снег
;;2022-03-11 14:00:00;-11;762;2;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-31;759;2;В;0;-;Облачно, без осадков
;;2022-03-12 14:00:00;-10;758;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 02:00:00;-25;755;2;Ю;0;-;Переменная облачность, без осадков
;;2022-03-13 14:00:00;-7;753;2;Ю-В;0.1;70;Переменная облачность, небольшой кратковременный снег
;;2022-03-14 02:00:00;-21;751;2;Ю-В;0;-;Облачно, без осадков
;;2022-03-14 14:00:00;-7;753;2;В;0;-;Облачно, без осадков
;;2022-03-15 02:00:00;-18;755;3;С-В;0.2;56;Облачно, временами небольшой снег
;;2022-03-15 14:00:00;-7;757;3;С-В;0.1;56;Облачно, небольшой кратковременный снег
;;2022-03-16 02:00:00;-20;759;2;С-В;0.5;67;Облачно, небольшой снег
;;2022-03-16 14:00:00;-7;762;2;С-В;0.2;55;Облачно, временами небольшой снег
2022-03-11 05:32:08;в 18:15 МСК;2022-03-11 14:00:00;-11;762;2;В;0;-;Облачно, без осадков
;;2022-03-12 02:00:00;-31;759;2;В;0;-;Облачно, без осадков
;;2022-03-12 14:00:00;-10;757;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 02:00:00;-25;755;2;Ю;0;-;Переменная облачность, без осадков
;;2022-03-13 14:00:00;-7;752;2;Ю-В;0.1;70;Переменная облачность, небольшой кратковременный снег
;;2022-03-14 02:00:00;-22;751;2;Ю-В;0;-;Облачно, без осадков
;;2022-03-14 14:00:00;-7;752;2;В;0;-;Облачно, без осадков
;;2022-03-15 02:00:00;-17;755;3;С-В;0.2;56;Облачно, временами небольшой снег
;;2022-03-15 14:00:00;-7;757;3;С-В;0.1;56;Облачно, небольшой кратковременный снег
;;2022-03-16 02:00:00;-20;758;2;С-В;0.5;67;Облачно, небольшой снег
;;2022-03-16 14:00:00;-7;761;2;С-В;0.2;55;Облачно, временами небольшой снег
;;2022-03-17 02:00:00;-21;764;1;С;0.1;61;Облачно, небольшой кратковременный снег
;;2022-03-17 14:00:00;-4;766;2;С;0;-;Облачно, без осадков
2022-03-11 17:32:05;в 10:29 МСК;2022-03-11 14:00:00;-11;761;1;В;0.1;72;Облачно, небольшой кратковременный снег
;;2022-03-12 02:00:00;-30;758;2;В;0.1;70;Облачно, небольшой кратковременный снег
;;2022-03-12 14:00:00;-10;757;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 02:00:00;-29;755;2;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 14:00:00;-9;754;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-14 02:00:00;-25;753;2;Ю-В;0.3;64;Облачно, небольшой снег
;;2022-03-14 14:00:00;-7;755;2;В;1;87;Облачно, небольшой снег
;;2022-03-15 02:00:00;-19;756;2;С-В;1.7;83;Облачно, снег
;;2022-03-15 14:00:00;-7;758;3;С-В;1.9;83;Облачно, снег
;;2022-03-16 02:00:00;-19;760;2;С;0.2;64;Облачно, временами небольшой снег
;;2022-03-16 14:00:00;-7;762;2;С-В;0.1;65;Облачно, небольшой кратковременный снег
;;2022-03-17 02:00:00;-21;762;2;С-З;0;-;Облачно, без осадков
;;2022-03-17 14:00:00;-5;763;1;З;0;-;Облачно с прояснениями, без осадков
2022-03-12 05:32:05;в 18:16 МСК;2022-03-12 14:00:00;-10;757;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 02:00:00;-29;755;2;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 14:00:00;-9;754;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-14 02:00:00;-25;753;2;Ю-В;0.3;64;Облачно, небольшой снег
;;2022-03-14 14:00:00;-7;755;2;В;1;87;Облачно, небольшой снег
;;2022-03-15 02:00:00;-19;755;2;С-В;1.7;83;Облачно, снег
;;2022-03-15 14:00:00;-7;758;3;С-В;1.9;83;Облачно, снег
;;2022-03-16 02:00:00;-19;759;2;С;0.2;64;Облачно, временами небольшой снег
;;2022-03-16 14:00:00;-7;761;2;С-В;0.1;65;Облачно, небольшой кратковременный снег
;;2022-03-17 02:00:00;-21;761;2;С-З;0;-;Облачно, без осадков
;;2022-03-17 14:00:00;-5;762;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-03-18 02:00:00;-20;763;1;С;0.1;74;Облачно с прояснениями, небольшой кратковременный снег
;;2022-03-18 14:00:00;-2;764;1;В;0.1;74;Облачно, небольшой кратковременный снег
2022-03-12 17:32:04;в 10:29 МСК;2022-03-12 14:00:00;-10;756;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-03-13 02:00:00;-30;754;1;Ю;0.1;70;Облачно с прояснениями, небольшой кратковременный снег
;;2022-03-13 14:00:00;-9;752;1;Ю-В;0;-;Облачно, без осадков
;;2022-03-14 02:00:00;-24;753;2;Ю-В;0.1;84;Облачно, небольшой кратковременный снег
;;2022-03-14 14:00:00;-7;754;2;В;1.1;91;Облачно, небольшой снег
;;2022-03-15 02:00:00;-17;757;3;С-В;0.9;87;Облачно, небольшой снег
;;2022-03-15 14:00:00;-8;761;3;С-В;0.2;87;Облачно, небольшой кратковременный снег
;;2022-03-16 02:00:00;-22;764;2;С-В;0.1;58;Облачно, небольшой кратковременный снег
;;2022-03-16 14:00:00;-7;765;1;В;0.2;78;Облачно, временами небольшой снег
;;2022-03-17 02:00:00;-21;766;1;Ю;0;-;Облачно, без осадков
;;2022-03-17 14:00:00;-4;766;1;Ю-З;0;-;Облачно, без осадков
;;2022-03-18 02:00:00;-20;765;2;З;0.2;60;Облачно, временами небольшой снег
;;2022-03-18 14:00:00;-1;765;1;З;0;-;Переменная облачность, без осадков
2022-03-13 05:32:06;в 18:15 МСК;2022-03-13 14:00:00;-9;752;1;Ю-В;0;-;Облачно, без осадков
;;2022-03-14 02:00:00;-24;752;2;Ю-В;0.1;84;Облачно, небольшой кратковременный снег
;;2022-03-14 14:00:00;-7;754;2;В;1.1;91;Облачно, небольшой снег
;;2022-03-15 02:00:00;-17;756;3;С-В;0.9;87;Облачно, небольшой снег
;;2022-03-15 14:00:00;-8;760;3;С-В;0.2;87;Облачно, небольшой кратковременный снег
